日期,Open,High,Low,Close,Volume
2024-04-24,173.3,173.7,167.7,170.9,151543
2024-04-25,169.87,175.65,169.19,174.5,164183
2024-04-26,173.31,180.18,173.31,179.78,224881
2024-04-29,181.87,194.8,181.3,190.93,438630
2024-04-30,192.09,192.09,188.33,188.93,214330
2024-05-06,197.33,198.03,192.36,193.31,270999
2024-05-07,192.51,194.21,191.48,193.21,131799
2024-05-08,193.33,194.13,189.44,189.56,124330
2024-05-09,192.6,196.84,192.53,195.73,219216
2024-05-10,195.73,195.73,189.33,189.83,228011
2024-05-13,182.63,188.1,181.84,185.68,221967
2024-05-14,186.93,187.53,184.45,185.34,106947
2024-05-15,185.34,189.66,183.83,184.22,130741
2024-05-16,185.13,187.97,183.31,186.0,153782
2024-05-17,186.03,189.33,184.91,189.33,184962
2024-05-20,193.53,194.21,189.34,189.78,199172
2024-05-21,190.0,190.91,186.89,187.89,122964
2024-05-22,188.83,193.33,187.93,191.22,252366
2024-05-23,190.53,191.98,189.46,190.67,176548
2024-05-24,189.13,191.19,187.12,187.31,155107
2024-05-27,188.13,188.13,184.83,186.34,163618
2024-05-28,185.79,186.91,183.93,184.13,126900
2024-05-29,184.34,188.83,184.13,185.12,133388
2024-05-30,185.38,187.21,183.99,185.68,127840
2024-05-31,185.68,188.58,184.09,184.09,138086
2024-06-03,184.09,189.93,182.13,188.83,187181
2024-06-04,188.32,193.57,187.33,192.3,177149
2024-06-05,192.03,194.18,190.34,190.45,117774
2024-06-06,190.31,193.21,188.53,191.12,124126
2024-06-07,185.19,188.78,173.92,179.53,516868
2024-06-11,175.33,178.33,170.94,175.1,420724
2024-06-12,172.33,176.09,171.81,171.93,203104
2024-06-13,173.33,176.34,171.45,171.51,221176
2024-06-14,172.43,172.91,164.91,171.22,371849
2024-06-17,168.88,176.83,168.64,174.53,269293
2024-06-18,174.48,176.8,173.35,176.66,156529
2024-06-19,176.93,177.03,174.01,175.34,107540
2024-06-20,176.32,176.44,173.43,174.32,115624
2024-06-21,174.64,175.29,168.7,171.49,184677
2024-06-24,169.33,174.32,169.33,173.31,180355
2024-06-25,173.33,175.53,171.93,172.65,144144
2024-06-26,171.45,172.96,169.53,171.84,104814
2024-06-27,171.84,172.21,169.34,171.33,126536
2024-06-28,170.13,171.81,166.17,166.36,194205
2024-07-01,165.52,165.61,157.5,162.4,269957
2024-07-02,160.18,163.29,158.44,162.41,144156
2024-07-03,163.33,168.83,162.64,165.83,162053
2024-07-04,166.72,169.32,165.53,165.93,118346
2024-07-05,167.33,168.82,162.83,163.95,135247
2024-07-08,162.34,164.7,161.34,162.24,108064
2024-07-09,161.63,163.63,159.42,162.1,164439
2024-07-10,161.34,166.42,159.38,159.38,177729
2024-07-11,161.33,165.31,159.82,163.34,208111
2024-07-12,164.18,168.1,163.33,166.13,195505
2024-07-15,164.63,166.28,163.44,164.45,114697
2024-07-16,163.83,166.83,163.63,165.63,151487
2024-07-17,164.33,168.99,162.27,167.22,185901
2024-07-18,166.33,175.43,166.01,174.68,319944
2024-07-19,172.68,176.42,172.53,175.77,208476
2024-07-22,177.52,180.51,173.73,175.85,171683
2024-07-23,175.34,176.03,172.53,172.53,119031
2024-07-24,172.33,175.42,171.72,172.65,144681
2024-07-25,172.45,177.06,171.39,174.06,205959
2024-07-26,176.33,179.63,174.38,175.68,233477
2024-07-29,173.33,173.33,166.33,170.86,213624
2024-07-30,169.55,171.66,169.55,171.22,127252
2024-07-31,168.33,173.21,168.33,172.64,198969
2024-08-01,171.33,172.33,166.43,166.63,230127
2024-08-02,165.33,166.33,163.07,163.42,154937
2024-08-05,161.34,166.52,161.33,163.33,193477
2024-08-06,164.74,165.72,160.04,161.28,157687
2024-08-07,161.28,162.56,160.0,160.0,127540
2024-08-08,159.34,159.93,156.45,158.73,146590
2024-08-09,159.93,161.2,156.33,156.33,154130
2024-08-12,156.9,157.45,153.13,155.33,174156
2024-08-13,155.22,161.29,154.71,160.11,193893
2024-08-14,159.32,160.78,158.05,158.54,99663
2024-08-15,158.33,160.93,157.62,159.73,144812
2024-08-16,159.73,162.33,159.21,159.95,111506
2024-08-19,159.68,164.27,159.48,161.93,140358
2024-08-20,161.33,162.33,159.99,161.2,84370
2024-08-21,160.33,161.74,158.33,160.34,111474
2024-08-22,161.31,166.3,160.63,165.13,199011
2024-08-23,163.33,168.85,163.33,168.13,184152
2024-08-26,168.23,170.89,167.33,170.25,148387
2024-08-27,168.85,170.82,167.83,169.83,99770
2024-08-28,169.13,170.02,167.61,169.15,106390
2024-08-29,165.5,169.32,165.5,167.13,156702
2024-08-30,167.13,172.29,167.13,170.67,254292
2024-09-02,170.77,171.92,167.33,167.52,129852
2024-09-03,166.63,173.03,166.35,171.98,181969
2024-09-04,171.65,175.33,171.18,173.48,165645
2024-09-05,173.48,175.88,172.13,173.13,123182
2024-09-06,172.45,174.83,171.73,172.28,75255
2024-09-09,171.44,174.99,169.8,171.48,134754
2024-09-10,171.83,171.83,167.38,167.49,154244
2024-09-11,168.73,174.11,167.49,172.89,211971
2024-09-12,174.33,178.49,173.04,175.68,207100
2024-09-13,175.21,175.21,169.83,169.83,172873
2024-09-18,169.93,173.76,169.62,172.73,113779
2024-09-19,173.33,174.55,169.93,173.23,157694
2024-09-20,173.23,174.23,170.01,171.93,155027
2024-09-23,172.99,175.76,171.83,174.53,157925
2024-09-24,178.29,184.5,175.22,183.85,354517
2024-09-25,193.72,193.73,188.92,189.43,420101
2024-09-26,190.03,193.66,185.26,191.84,354893
2024-09-27,198.33,218.01,198.0,213.14,701813
2024-09-30,219.35,241.33,218.33,238.22,913611
2024-10-08,282.33,287.83,253.99,285.33,1376465
2024-10-09,266.23,266.32,241.33,241.33,1086916
2024-10-10,241.33,252.32,236.49,244.33,608338
2024-10-11,241.83,241.83,224.26,228.12,476402
2024-10-14,236.32,239.13,231.27,236.05,467599
2024-10-15,236.14,237.17,227.46,227.55,327653
2024-10-16,225.15,225.15,219.66,220.18,335860
2024-10-17,220.33,225.21,217.19,217.83,261647
2024-10-18,216.33,245.21,215.93,236.22,680138
2024-10-21,245.33,248.86,238.08,239.69,584558
2024-10-22,240.33,240.89,233.59,236.88,278760
2024-10-23,234.14,241.27,233.19,235.63,321541
2024-10-24,236.1,237.83,231.33,232.49,214658
2024-10-25,238.67,251.33,232.63,245.21,578986
2024-10-28,242.46,244.94,239.33,242.57,276019
2024-10-29,242.57,244.04,237.57,238.11,269948
2024-10-30,236.33,238.63,230.83,234.36,271344
2024-10-31,233.32,236.83,230.33,232.31,255003
2024-11-01,232.86,236.15,231.51,232.53,259158
2024-11-04,230.33,240.63,230.33,237.53,242472
2024-11-05,236.91,249.15,235.46,247.72,484821
2024-11-06,245.32,255.83,239.83,242.83,452393
2024-11-07,244.33,249.13,240.21,249.13,335710
2024-11-08,255.99,258.33,243.43,243.83,402941
2024-11-11,238.68,255.32,237.34,253.83,491539
2024-11-12,264.61,271.53,257.31,259.35,744030
2024-11-13,255.33,274.53,253.1,268.33,557737
2024-11-14,269.33,271.32,260.99,261.33,426572
2024-11-15,255.83,261.33,251.89,251.89,351983
2024-11-18,251.89,257.28,247.33,249.25,306500
2024-11-19,248.35,258.33,244.33,255.05,348129
2024-11-20,253.28,256.23,250.93,253.88,227088
2024-11-21,251.99,257.76,249.99,254.59,205508
2024-11-22,254.26,255.33,245.21,245.43,225551
2024-11-25,249.39,252.89,247.51,250.43,262391
2024-11-26,247.9,250.3,241.99,243.05,273604
2024-11-27,241.03,247.23,237.8,246.23,274007
2024-11-28,245.53,245.86,239.83,241.03,223556
2024-11-29,237.56,254.32,237.56,247.57,313663
2024-12-02,244.97,249.88,243.54,248.52,206475
2024-12-03,247.33,249.32,245.33,248.17,173108
2024-12-04,246.33,248.33,243.83,245.3,161814
2024-12-05,244.32,245.28,241.34,242.33,160216
2024-12-06,242.33,256.23,241.33,252.88,330381
2024-12-09,253.32,255.99,250.74,254.38,224561
2024-12-10,267.61,267.83,255.66,256.9,329044
2024-12-11,260.29,265.83,252.85,253.43,194008
2024-12-12,252.23,261.71,251.53,260.04,223295
2024-12-13,256.21,258.33,252.33,253.36,283164
2024-12-16,252.55,255.83,250.38,253.53,162575
2024-12-17,253.33,264.33,252.87,260.13,282146
2024-12-18,260.64,261.06,256.64,257.74,150853
2024-12-19,255.59,258.68,252.95,256.12,153460
2024-12-20,256.12,257.13,246.65,249.04,277401
2024-12-23,249.04,255.21,249.04,249.83,206394
2024-12-24,249.33,254.58,249.33,254.56,196154
2024-12-25,255.24,257.24,252.59,254.3,114138
2024-12-26,253.53,253.53,247.33,247.58,224438
2024-12-27,246.9,249.75,241.33,248.33,243519
2024-12-30,247.21,253.83,246.84,252.91,226314
2024-12-31,251.42,256.83,251.42,252.33,249340
2025-01-02,252.58,252.63,243.33,245.11,233546
2025-01-03,245.11,249.33,243.54,243.96,185238
2025-01-06,244.33,246.33,239.33,243.08,172891
2025-01-07,229.33,238.33,227.41,235.78,401036
2025-01-08,232.32,234.64,229.65,231.67,271858
2025-01-09,227.68,236.58,227.49,233.66,169329
2025-01-10,232.83,236.28,231.01,232.33,147294
2025-01-13,229.83,236.33,228.33,233.24,180922
2025-01-14,234.04,243.33,231.54,242.53,202467
2025-01-15,242.53,242.73,236.0,237.2,150627
2025-01-16,238.33,240.93,234.59,236.26,161884
2025-01-17,234.83,239.83,234.41,237.83,111066
2025-01-20,242.83,253.94,242.64,251.85,342835
2025-01-21,254.83,255.09,249.55,250.51,138933
2025-01-22,248.33,251.23,240.54,244.33,250407
2025-01-23,246.18,248.83,243.31,243.83,165537
2025-01-24,243.57,252.34,243.57,248.18,224398
2025-01-27,248.19,250.53,244.56,244.56,171026
2025-02-05,247.56,249.56,238.61,239.68,240481
2025-02-06,238.56,241.05,236.76,240.66,248961
2025-02-07,244.56,250.12,239.18,248.84,344413
2025-02-10,248.84,249.03,242.74,246.01,229267
2025-02-11,248.0,248.06,238.62,239.36,247920
2025-02-12,237.57,243.56,234.64,242.86,273822
2025-02-13,243.55,251.55,242.66,248.95,375350
2025-02-14,249.09,260.56,249.09,257.27,387800
2025-02-17,262.46,262.46,253.58,256.96,241830
2025-02-18,260.52,263.06,256.56,258.33,238458
2025-02-19,256.13,263.56,256.11,261.11,204455
2025-02-20,260.36,260.36,254.56,257.76,195890
2025-02-21,256.14,264.44,255.34,263.11,309519
2025-02-24,260.57,262.26,255.72,259.06,277538
2025-02-25,255.04,261.56,252.07,257.04,232094
2025-02-26,259.01,260.44,254.74,256.18,211731
2025-02-27,257.83,259.26,255.23,257.56,231851
2025-02-28,257.16,258.87,251.17,251.86,222655
2025-03-03,252.56,266.86,249.8,261.09,387364
2025-03-04,257.56,258.56,250.29,250.56,268365
2025-03-05,250.56,251.45,246.06,248.55,208696
2025-03-06,249.81,253.09,248.56,251.87,250273
2025-03-07,250.52,251.14,246.24,248.32,222871
2025-03-10,249.36,249.42,241.17,244.06,286751
2025-03-11,240.63,243.06,240.61,242.76,171351
2025-03-12,243.57,244.18,239.05,242.06,199147
2025-03-13,241.56,246.76,240.56,240.78,168852
2025-03-14,240.56,252.41,240.21,249.56,351089
2025-03-17,250.66,253.03,243.3,243.56,335155
2025-03-18,245.56,248.34,243.06,244.56,225767
2025-03-19,244.76,254.53,244.34,252.95,369541
2025-03-20,252.95,254.06,248.58,249.71,144247
2025-03-21,250.24,252.09,243.23,243.56,194320
